global_step,episode,raw_episode_return,episode_length,current_raw_episode_return,current_training_episode_return,epsilon,loss,q_mean,q_max,target_mean,gradient_norm,replay_size,steps_per_second,sps,optimizer_updates,optimizer_updated,target_sync_count,last_target_sync_step,raw_reward,training_reward,action_source
567,2,,,0.0,0.0,0.4189000000000001,,,,,,256,155.19926998026892,155.19926998026892,134,False,6,500,0.0,0.0,greedy
568,2,,,0.0,0.0,0.4180500000000001,0.00029787671519443393,0.20894037187099457,0.21720480918884277,0.23090282082557678,0.038916733115911484,256,154.82188818226268,154.82188818226268,135,True,6,500,0.0,0.0,greedy
569,2,,,0.0,0.0,0.41720000000000007,,,,,,256,155.0201406334283,155.0201406334283,135,False,6,500,0.0,0.0,greedy
570,2,,,0.0,0.0,0.41635000000000005,,,,,,256,155.2267036971101,155.2267036971101,135,False,6,500,0.0,0.0,random
571,2,,,0.0,0.0,0.4155000000000001,,,,,,256,155.4284586874529,155.4284586874529,135,False,6,500,0.0,0.0,random
572,2,,,0.0,0.0,0.4146500000000001,0.0001565230923006311,0.21327045559883118,0.21517640352249146,0.23074254393577576,0.030222127214074135,256,155.0696315498907,155.0696315498907,136,True,6,500,0.0,0.0,random
573,2,,,0.0,0.0,0.41380000000000006,,,,,,256,155.26050219474865,155.26050219474865,136,False,6,500,0.0,0.0,random
574,2,,,0.0,0.0,0.4129500000000001,,,,,,256,155.46698992959696,155.46698992959696,136,False,6,500,0.0,0.0,greedy
575,2,,,0.0,0.0,0.4121000000000001,,,,,,256,155.66611248487777,155.66611248487777,136,False,6,500,0.0,0.0,random
576,2,,,0.0,0.0,0.41125000000000006,0.0004440444754436612,0.203789621591568,0.2162531316280365,0.2309330701828003,0.048245664685964584,256,155.18307426919327,155.18307426919327,137,True,6,500,0.0,0.0,greedy
577,2,,,0.0,0.0,0.4104000000000001,,,,,,256,155.3418466960048,155.3418466960048,137,False,6,500,0.0,0.0,greedy
578,2,,,0.0,0.0,0.4095500000000001,,,,,,256,155.53342029736447,155.53342029736447,137,False,6,500,0.0,0.0,random
579,2,,,0.0,0.0,0.40870000000000006,,,,,,256,155.75289456527452,155.75289456527452,137,False,6,500,0.0,0.0,greedy
580,2,,,0.0,0.0,0.40785000000000005,0.0002296489547006786,0.21176354587078094,0.21785768866539001,0.23124264180660248,0.03237737715244293,256,155.41970206463114,155.41970206463114,138,True,6,500,0.0,0.0,greedy
581,2,,,0.0,0.0,0.4070000000000001,,,,,,256,155.60893337724414,155.60893337724414,138,False,6,500,0.0,0.0,greedy
582,2,,,0.0,0.0,0.40615000000000007,,,,,,256,155.7964678159479,155.7964678159479,138,False,6,500,0.0,0.0,greedy
583,2,,,0.0,0.0,0.40530000000000005,,,,,,256,155.9965599422276,155.9965599422276,138,False,6,500,0.0,0.0,greedy
584,2,,,0.0,0.0,0.4044500000000001,0.0003273199836257845,0.20798742771148682,0.2192043960094452,0.23129844665527344,0.04011934995651245,256,155.60137506848443,155.60137506848443,139,True,6,500,0.0,0.0,greedy
585,2,,,0.0,0.0,0.40360000000000007,,,,,,256,155.78750999285367,155.78750999285367,139,False,6,500,0.0,0.0,greedy
586,2,,,0.0,0.0,0.40275000000000005,,,,,,256,155.97912434943123,155.97912434943123,139,False,6,500,0.0,0.0,greedy
587,2,,,0.0,0.0,0.4019000000000001,,,,,,256,156.18671959861155,156.18671959861155,139,False,6,500,0.0,0.0,greedy
588,2,,,0.0,0.0,0.4010500000000001,0.0001963707327377051,0.21390222012996674,0.22320637106895447,0.23156611621379852,0.031862251460552216,256,155.8256368379669,155.8256368379669,140,True,6,500,0.0,0.0,greedy
589,2,,,0.0,0.0,0.40020000000000006,,,,,,256,155.99158514384487,155.99158514384487,140,False,6,500,0.0,0.0,random
590,2,,,0.0,0.0,0.3993500000000001,,,,,,256,156.17564285637283,156.17564285637283,140,False,6,500,0.0,0.0,greedy
591,2,,,0.0,0.0,0.3985000000000001,,,,,,256,156.37564955220736,156.37564955220736,140,False,6,500,0.0,0.0,random
592,2,,,0.0,0.0,0.39765000000000006,0.00013984368706587702,0.21751555800437927,0.22768177092075348,0.23131226003170013,0.025195129215717316,256,156.02314297530094,156.02314297530094,141,True,6,500,0.0,0.0,random
593,2,,,0.0,0.0,0.39680000000000004,,,,,,256,156.21367142983024,156.21367142983024,141,False,6,500,0.0,0.0,greedy
594,2,,,0.0,0.0,0.39595,,,,,,256,156.40115157711463,156.40115157711463,141,False,6,500,0.0,0.0,greedy
595,2,,,0.0,0.0,0.3951,,,,,,256,156.60106520692338,156.60106520692338,141,False,6,500,0.0,0.0,greedy
596,2,,,0.0,0.0,0.3942500000000001,1.6985879483399913e-05,0.22869980335235596,0.23233500123023987,0.23115330934524536,0.005172788165509701,256,156.23763009521664,156.23763009521664,142,True,6,500,0.0,0.0,random
597,2,,,0.0,0.0,0.3934000000000001,,,,,,256,156.42892213011885,156.42892213011885,142,False,6,500,0.0,0.0,greedy
598,2,,,0.0,0.0,0.39255000000000007,,,,,,256,156.61162423057067,156.61162423057067,142,False,6,500,0.0,0.0,greedy
599,2,,,0.0,0.0,0.39170000000000005,,,,,,256,156.7901809445047,156.7901809445047,142,False,6,500,0.0,0.0,random
600,2,,,0.0,0.0,0.39085000000000003,4.477605034480803e-05,0.22706493735313416,0.23682746291160583,0.2316938191652298,0.014152812771499157,256,156.36280110422743,156.36280110422743,143,True,7,600,0.0,0.0,greedy
601,2,,,0.0,0.0,0.39,,,,,,256,156.53152804197757,156.53152804197757,143,False,7,600,0.0,0.0,random
602,2,,,0.0,0.0,0.3891500000000001,,,,,,256,156.72500351315486,156.72500351315486,143,False,7,600,0.0,0.0,greedy
603,2,,,0.0,0.0,0.3883000000000001,,,,,,256,156.92940118523492,156.92940118523492,143,False,7,600,0.0,0.0,greedy
604,2,,,0.0,0.0,0.38745000000000007,0.06440029293298721,0.23053494095802307,0.24120047688484192,0.36190131306648254,0.3045150339603424,256,156.53288978786392,156.53288978786392,144,True,7,600,0.0,0.0,greedy
605,2,,,0.0,0.0,0.38660000000000005,,,,,,256,156.6948766666942,156.6948766666942,144,False,7,600,0.0,0.0,greedy
606,2,,,0.0,0.0,0.38575000000000004,,,,,,256,156.88322834664172,156.88322834664172,144,False,7,600,0.0,0.0,random
607,2,,,0.0,0.0,0.3849,,,,,,256,157.08060087513797,157.08060087513797,144,False,7,600,0.0,0.0,greedy
608,2,,,0.0,0.0,0.38405,3.6928337067365646e-05,0.24316629767417908,0.25198090076446533,0.2385287582874298,0.010887808166444302,256,156.52685043316302,156.52685043316302,145,True,7,600,0.0,0.0,greedy
609,2,,,0.0,0.0,0.3832000000000001,,,,,,256,156.68621771292945,156.68621771292945,145,False,7,600,0.0,0.0,random
610,2,,,0.0,0.0,0.3823500000000001,,,,,,256,156.839614910497,156.839614910497,145,False,7,600,0.0,0.0,greedy
611,2,,,0.0,0.0,0.38150000000000006,,,,,,256,157.01176645371046,157.01176645371046,145,False,7,600,0.0,0.0,random
612,2,,,0.0,0.0,0.38065000000000004,0.00011290608381386846,0.24834224581718445,0.25906339287757874,0.23715248703956604,0.02330787107348442,256,156.51389342073352,156.51389342073352,146,True,7,600,0.0,0.0,greedy
613,2,,,0.0,0.0,0.3798,,,,,,256,156.68987551174598,156.68987551174598,146,False,7,600,0.0,0.0,greedy
614,2,,,0.0,0.0,0.37895,,,,,,256,156.87899711006125,156.87899711006125,146,False,7,600,0.0,0.0,random
615,2,,,0.0,0.0,0.3781,,,,,,256,157.06153247056656,157.06153247056656,146,False,7,600,0.0,0.0,greedy
616,2,,,0.0,0.0,0.3772500000000001,0.00035114624188281596,0.26276302337646484,0.27137455344200134,0.23776474595069885,0.051196351647377014,256,156.60640828502363,156.60640828502363,147,True,7,600,0.0,0.0,greedy
617,2,,,0.0,0.0,0.37640000000000007,,,,,,256,156.75382094441306,156.75382094441306,147,False,7,600,0.0,0.0,random
618,2,,,0.0,0.0,0.37555000000000005,,,,,,256,156.89377539846421,156.89377539846421,147,False,7,600,0.0,0.0,greedy
619,2,,,0.0,0.0,0.37470000000000003,,,,,,256,157.04991353462756,157.04991353462756,147,False,7,600,0.0,0.0,random
620,2,,,0.0,0.0,0.37385,0.05768479406833649,0.2683926224708557,0.2795342803001404,0.3619607090950012,0.2954869568347931,256,156.56813160924105,156.56813160924105,148,True,7,600,0.0,0.0,greedy
621,2,,,0.0,0.0,0.373,,,,,,256,156.74977400144311,156.74977400144311,148,False,7,600,0.0,0.0,random
622,2,,,0.0,0.0,0.3721500000000001,,,,,,256,156.94220469694335,156.94220469694335,148,False,7,600,0.0,0.0,random
623,2,,,0.0,0.0,0.3713000000000001,,,,,,256,157.12874185700036,157.12874185700036,148,False,7,600,0.0,0.0,greedy
624,2,,,0.0,0.0,0.37045000000000006,0.0015274860197678208,0.29146048426628113,0.3058861196041107,0.23825021088123322,0.12763851881027222,256,156.79618358328364,156.79618358328364,149,True,7,600,0.0,0.0,greedy
625,3,0.0,142,0.0,0.0,0.36960000000000004,,,,,,256,156.5784546234682,156.5784546234682,149,False,7,600,0.0,0.0,greedy
626,3,,,0.0,0.0,0.36875,,,,,,256,156.7506678322377,156.7506678322377,149,False,7,600,0.0,0.0,random
627,3,,,0.0,0.0,0.3679,,,,,,256,156.94133110010435,156.94133110010435,149,False,7,600,0.0,0.0,greedy
628,3,,,0.0,0.0,0.36705,0.0014570563798770308,0.2879374027252197,0.32173895835876465,0.2379351556301117,0.11099565029144287,256,156.5779519584095,156.5779519584095,150,True,7,600,0.0,0.0,greedy
629,3,,,0.0,0.0,0.3662000000000001,,,,,,256,156.7530106630992,156.7530106630992,150,False,7,600,0.0,0.0,greedy
630,3,,,0.0,0.0,0.36535000000000006,,,,,,256,156.93590174603628,156.93590174603628,150,False,7,600,0.0,0.0,random
631,3,,,0.0,0.0,0.36450000000000005,,,,,,256,157.12934302128798,157.12934302128798,150,False,7,600,0.0,0.0,random
632,3,,,0.0,0.0,0.36365000000000003,0.0017335406737402081,0.29236751794815063,0.33049309253692627,0.23751886188983917,0.13045015931129456,256,156.78512303538875,156.78512303538875,151,True,7,600,0.0,0.0,greedy
633,3,,,0.0,0.0,0.3628,,,,,,256,156.95777838242626,156.95777838242626,151,False,7,600,0.0,0.0,random
634,3,,,0.0,0.0,0.36195,,,,,,256,157.1358136469104,157.1358136469104,151,False,7,600,0.0,0.0,greedy
635,3,,,0.0,0.0,0.3611,,,,,,256,157.32212083476537,157.32212083476537,151,False,7,600,0.0,0.0,greedy
636,3,,,0.0,0.0,0.36025000000000007,0.0013885964872315526,0.2824947237968445,0.3318656384944916,0.2379731833934784,0.09926522523164749,256,156.95690763071727,156.95690763071727,152,True,7,600,0.0,0.0,greedy
637,3,,,0.0,0.0,0.35940000000000005,,,,,,256,157.0991399646928,157.0991399646928,152,False,7,600,0.0,0.0,greedy
638,3,,,0.0,0.0,0.35855000000000004,,,,,,256,157.27337079776504,157.27337079776504,152,False,7,600,0.0,0.0,greedy
639,3,,,0.0,0.0,0.3577,,,,,,256,157.46083051128176,157.46083051128176,152,False,7,600,0.0,0.0,random
640,3,,,0.0,0.0,0.35685,0.0016446554800495505,0.28555309772491455,0.3280714750289917,0.2379179298877716,0.11841762810945511,256,157.04568407519864,157.04568407519864,153,True,7,600,0.0,0.0,random
641,3,,,0.0,0.0,0.356,,,,,,256,157.2124086545984,157.2124086545984,153,False,7,600,0.0,0.0,greedy
642,3,,,0.0,0.0,0.3551500000000001,,,,,,256,157.3975602986375,157.3975602986375,153,False,7,600,0.0,0.0,greedy
643,3,,,0.0,0.0,0.35430000000000006,,,,,,256,157.587340272349,157.587340272349,153,False,7,600,0.0,0.0,greedy
644,3,,,0.0,0.0,0.35345000000000004,0.0008201395976357162,0.26497238874435425,0.3183238208293915,0.23796811699867249,0.06577453017234802,256,157.26614012253393,157.26614012253393,154,True,7,600,0.0,0.0,greedy
645,3,,,0.0,0.0,0.3526,,,,,,256,157.43089955131214,157.43089955131214,154,False,7,600,0.0,0.0,random
646,3,,,0.0,0.0,0.35175,,,,,,256,157.61378391607334,157.61378391607334,154,False,7,600,0.0,0.0,random
647,3,,,0.0,0.0,0.3509,,,,,,256,157.80487804967663,157.80487804967663,154,False,7,600,0.0,0.0,greedy
648,3,,,0.0,0.0,0.35005,0.000573303084820509,0.2533005177974701,0.30612170696258545,0.23818564414978027,0.04610312357544899,256,157.45358673042657,157.45358673042657,155,True,7,600,0.0,0.0,greedy
649,3,,,0.0,0.0,0.34920000000000007,,,,,,256,157.6166076316761,157.6166076316761,155,False,7,600,0.0,0.0,random
650,3,,,0.0,0.0,0.34835000000000005,,,,,,256,157.79876069840674,157.79876069840674,155,False,7,600,0.0,0.0,greedy
651,3,,,0.0,0.0,0.34750000000000003,,,,,,256,157.98953822722973,157.98953822722973,155,False,7,600,0.0,0.0,greedy
652,3,,,0.0,0.0,0.34665,0.0006387108005583286,0.2494499385356903,0.29358333349227905,0.23791855573654175,0.0507599338889122,256,157.65523908908577,157.65523908908577,156,True,7,600,0.0,0.0,greedy
653,3,,,0.0,0.0,0.3458,,,,,,256,157.82410588104867,157.82410588104867,156,False,7,600,0.0,0.0,greedy
654,3,,,0.0,0.0,0.34495,,,,,,256,158.00038577316445,158.00038577316445,156,False,7,600,0.0,0.0,greedy
655,3,,,0.0,0.0,0.34409999999999996,,,,,,256,158.1953537777907,158.1953537777907,156,False,7,600,0.0,0.0,random
656,3,,,0.0,0.0,0.34325000000000006,0.00020048099395353347,0.2186029851436615,0.2246273010969162,0.23742257058620453,0.03282150253653526,256,157.7887788417192,157.7887788417192,157,True,7,600,0.0,0.0,greedy
657,3,,,0.0,0.0,0.34240000000000004,,,,,,256,157.94019446535867,157.94019446535867,157,False,7,600,0.0,0.0,greedy
658,3,,,0.0,0.0,0.34155,,,,,,256,158.1137082687158,158.1137082687158,157,False,7,600,0.0,0.0,random
659,3,,,0.0,0.0,0.3407,,,,,,256,158.29863794866944,158.29863794866944,157,False,7,600,0.0,0.0,greedy
660,3,,,0.0,0.0,0.33985,0.000606304151006043,0.22728440165519714,0.26989486813545227,0.23844969272613525,0.04573572054505348,256,157.87601456031223,157.87601456031223,158,True,7,600,0.0,0.0,random
661,3,,,0.0,0.0,0.33899999999999997,,,,,,256,158.0189727935882,158.0189727935882,158,False,7,600,0.0,0.0,greedy
662,3,,,0.0,0.0,0.33815000000000006,,,,,,256,158.18109896187258,158.18109896187258,158,False,7,600,0.0,0.0,random
663,3,,,0.0,0.0,0.33730000000000004,,,,,,256,158.33935026850938,158.33935026850938,158,False,7,600,0.0,0.0,greedy
664,3,,,0.0,0.0,0.33645,0.00037240900564938784,0.22860273718833923,0.26048389077186584,0.23851607739925385,0.027566395699977875,256,157.85617619343518,157.85617619343518,159,True,7,600,0.0,0.0,random
665,3,,,0.0,0.0,0.3356,,,,,,256,157.99201040305346,157.99201040305346,159,False,7,600,0.0,0.0,random
666,3,,,0.0,0.0,0.33475,,,,,,256,158.1431242781917,158.1431242781917,159,False,7,600,0.0,0.0,greedy
667,3,,,0.0,0.0,0.3339,,,,,,256,158.2980665247367,158.2980665247367,159,False,7,600,0.0,0.0,greedy
668,3,,,0.0,0.0,0.33304999999999996,0.0008536395616829395,0.20685145258903503,0.25188764929771423,0.23817849159240723,0.07025609165430069,256,157.79675664241213,157.79675664241213,160,True,7,600,0.0,0.0,greedy
669,3,,,0.0,0.0,0.33220000000000005,,,,,,256,157.9140875617447,157.9140875617447,160,False,7,600,0.0,0.0,greedy
670,3,,,0.0,0.0,0.33135000000000003,,,,,,256,158.0571147649102,158.0571147649102,160,False,7,600,0.0,0.0,random
671,3,,,0.0,0.0,0.3305,,,,,,256,158.17819827737512,158.17819827737512,160,False,7,600,0.0,0.0,greedy
672,3,,,0.0,0.0,0.32965,0.00038765178760513663,0.22627520561218262,0.2458101511001587,0.23815517127513885,0.02881789766252041,256,157.5935687171454,157.5935687171454,161,True,7,600,0.0,0.0,greedy
673,3,,,0.0,0.0,0.3288,,,,,,256,157.7478796963469,157.7478796963469,161,False,7,600,0.0,0.0,random
674,3,,,0.0,0.0,0.32794999999999996,,,,,,256,157.910231924265,157.910231924265,161,False,7,600,0.0,0.0,random
675,3,,,0.0,0.0,0.32709999999999995,,,,,,256,158.078625732662,158.078625732662,161,False,7,600,0.0,0.0,random
676,3,,,0.0,0.0,0.32625000000000004,0.0004612092161551118,0.21577970683574677,0.2399384081363678,0.2382148653268814,0.03984736651182175,256,157.5779173872241,157.5779173872241,162,True,7,600,0.0,0.0,random
677,3,,,0.0,0.0,0.3254,,,,,,256,157.73348032270576,157.73348032270576,162,False,7,600,0.0,0.0,greedy
678,3,,,0.0,0.0,0.32455,,,,,,256,157.9020435810151,157.9020435810151,162,False,7,600,0.0,0.0,greedy
679,3,,,0.0,0.0,0.3237,,,,,,256,158.0790476245783,158.0790476245783,162,False,7,600,0.0,0.0,random
680,3,,,0.0,0.0,0.32284999999999997,0.00026223319582641125,0.21977466344833374,0.23580217361450195,0.23868831992149353,0.033978354185819626,256,157.6734265677291,157.6734265677291,163,True,7,600,0.0,0.0,greedy
681,3,,,0.0,0.0,0.32199999999999995,,,,,,256,157.83701453265218,157.83701453265218,163,False,7,600,0.0,0.0,random
682,3,,,0.0,0.0,0.32115000000000005,,,,,,256,158.01273545586295,158.01273545586295,163,False,7,600,0.0,0.0,random
683,3,,,0.0,0.0,0.32030000000000003,,,,,,256,158.19186375563385,158.19186375563385,163,False,7,600,0.0,0.0,greedy
684,3,,,0.0,0.0,0.31945,0.0005288561224006116,0.21306610107421875,0.23309850692749023,0.23878517746925354,0.04867582023143768,256,157.74704744454988,157.74704744454988,164,True,7,600,0.0,0.0,greedy
685,3,,,0.0,0.0,0.3186,,,,,,256,157.8793370849277,157.8793370849277,164,False,7,600,0.0,0.0,greedy
686,3,,,0.0,0.0,0.31775,,,,,,256,158.02221059877908,158.02221059877908,164,False,7,600,0.0,0.0,greedy
687,3,,,0.0,0.0,0.31689999999999996,,,,,,256,158.17413540430198,158.17413540430198,164,False,7,600,0.0,0.0,random
688,3,,,0.0,0.0,0.31604999999999994,0.003003298072144389,0.2087680846452713,0.23165550827980042,0.20804463326931,0.06072305515408516,256,157.72445066144834,157.72445066144834,165,True,7,600,0.0,0.0,greedy
689,3,,,0.0,0.0,0.31520000000000004,,,,,,256,157.88747385013602,157.88747385013602,165,False,7,600,0.0,0.0,random
690,3,,,0.0,0.0,0.31435000000000013,,,,,,256,158.06384707272704,158.06384707272704,165,False,7,600,0.0,0.0,greedy
691,3,,,0.0,0.0,0.3135000000000001,,,,,,256,158.2380044761832,158.2380044761832,165,False,7,600,0.0,0.0,random
692,3,,,0.0,0.0,0.3126500000000001,0.0003781018895097077,0.21356283128261566,0.23019209504127502,0.23758293688297272,0.041056085377931595,256,157.87399756805937,157.87399756805937,166,True,7,600,0.0,0.0,greedy
693,3,,,0.0,0.0,0.3118000000000001,,,,,,256,158.03604389387104,158.03604389387104,166,False,7,600,0.0,0.0,random
694,3,,,0.0,0.0,0.31095000000000006,,,,,,256,158.2048572338892,158.2048572338892,166,False,7,600,0.0,0.0,greedy
695,3,,,0.0,0.0,0.31010000000000004,,,,,,256,158.37250850271872,158.37250850271872,166,False,7,600,0.0,0.0,random
696,3,,,0.0,0.0,0.30925,0.00031774051603861153,0.21552440524101257,0.2301587611436844,0.23820814490318298,0.03996181860566139,256,158.0280963504545,158.0280963504545,167,True,7,600,0.0,0.0,greedy
697,3,,,0.0,0.0,0.3084000000000001,,,,,,256,158.18985415188953,158.18985415188953,167,False,7,600,0.0,0.0,random
698,3,,,0.0,0.0,0.3075500000000001,,,,,,256,158.3610565406711,158.3610565406711,167,False,7,600,0.0,0.0,random
699,3,,,0.0,0.0,0.3067000000000001,,,,,,256,158.52786354090406,158.52786354090406,167,False,7,600,0.0,0.0,greedy
700,3,,,0.0,0.0,0.30585000000000007,7.544309482909739e-05,0.22790348529815674,0.23154574632644653,0.23853799700737,0.01883622817695141,256,158.17359570104549,158.17359570104549,168,True,8,700,0.0,0.0,greedy
701,3,,,0.0,0.0,0.30500000000000005,,,,,,256,158.33473956222494,158.33473956222494,168,False,8,700,0.0,0.0,greedy
702,3,,,0.0,0.0,0.30415000000000003,,,,,,256,158.50163840559753,158.50163840559753,168,False,8,700,0.0,0.0,random
703,3,,,0.0,0.0,0.3033000000000001,,,,,,256,158.66901120578035,158.66901120578035,168,False,8,700,0.0,0.0,greedy
704,3,,,0.0,0.0,0.3024500000000001,1.7661728634266183e-05,0.22937364876270294,0.23286853730678558,0.23051969707012177,0.006151697598397732,256,158.29647805937537,158.29647805937537,169,True,8,700,0.0,0.0,greedy
705,3,,,0.0,0.0,0.3016000000000001,,,,,,256,158.4275252404539,158.4275252404539,169,False,8,700,0.0,0.0,random
706,3,,,0.0,0.0,0.3007500000000001,,,,,,256,158.55519119910824,158.55519119910824,169,False,8,700,0.0,0.0,greedy
707,3,,,0.0,0.0,0.29990000000000006,,,,,,256,158.69856937490422,158.69856937490422,169,False,8,700,0.0,0.0,random
708,3,,,0.0,0.0,0.29905000000000004,2.9638145861099474e-05,0.22877129912376404,0.23651519417762756,0.23030094802379608,0.006761384662240744,256,158.246160484851,158.246160484851,170,True,8,700,0.0,0.0,random
709,3,,,0.0,0.0,0.2982,,,,,,256,158.40424678873092,158.40424678873092,170,False,8,700,0.0,0.0,random
710,3,,,0.0,0.0,0.2973500000000001,,,,,,256,158.57121528098438,158.57121528098438,170,False,8,700,0.0,0.0,greedy
711,3,,,0.0,0.0,0.2965000000000001,,,,,,256,158.7283302324525,158.7283302324525,170,False,8,700,0.0,0.0,greedy
712,3,,,0.0,0.0,0.2956500000000001,2.2107285985839553e-05,0.2367207556962967,0.23969803750514984,0.23057065904140472,0.011638582684099674,256,158.29875791406067,158.29875791406067,171,True,8,700,0.0,0.0,greedy
713,3,,,0.0,0.0,0.29480000000000006,,,,,,256,158.41229379042866,158.41229379042866,171,False,8,700,0.0,0.0,greedy
714,3,,,0.0,0.0,0.29395000000000004,,,,,,256,158.54655884030194,158.54655884030194,171,False,8,700,0.0,0.0,greedy
715,3,,,0.0,0.0,0.2931,,,,,,256,158.682362031233,158.682362031233,171,False,8,700,0.0,0.0,random
716,3,,,0.0,0.0,0.29225,1.838087337091565e-05,0.23626495897769928,0.23755203187465668,0.23021739721298218,0.012918257154524326,256,158.10565401577975,158.10565401577975,172,True,8,700,0.0,0.0,greedy
717,3,,,0.0,0.0,0.2914000000000001,,,,,,256,158.21903185201757,158.21903185201757,172,False,8,700,0.0,0.0,greedy
718,3,,,0.0,0.0,0.2905500000000001,,,,,,256,158.33473144448584,158.33473144448584,172,False,8,700,0.0,0.0,greedy
719,3,,,0.0,0.0,0.28970000000000007,,,,,,256,158.44982039712804,158.44982039712804,172,False,8,700,0.0,0.0,greedy
720,3,,,0.0,0.0,0.28885000000000005,5.6862507335608825e-05,0.24026647210121155,0.2447427362203598,0.23015381395816803,0.018705539405345917,256,157.88721642595448,157.88721642595448,173,True,8,700,0.0,0.0,random
721,3,,,0.0,0.0,0.28800000000000003,,,,,,256,158.01442362872822,158.01442362872822,173,False,8,700,0.0,0.0,random
722,3,,,0.0,0.0,0.28715,,,,,,256,158.15260582905572,158.15260582905572,173,False,8,700,0.0,0.0,random
723,3,,,0.0,0.0,0.2863000000000001,,,,,,256,158.28857430144222,158.28857430144222,173,False,8,700,0.0,0.0,greedy
724,3,,,0.0,0.0,0.2854500000000001,5.4780997743364424e-05,0.239891916513443,0.2460242360830307,0.23054669797420502,0.018275290727615356,256,157.79016701708844,157.79016701708844,174,True,8,700,0.0,0.0,greedy
725,3,,,0.0,0.0,0.2846000000000001,,,,,,256,157.9036837633989,157.9036837633989,174,False,8,700,0.0,0.0,greedy
726,3,,,0.0,0.0,0.28375000000000006,,,,,,256,158.0399837692663,158.0399837692663,174,False,8,700,0.0,0.0,random
727,3,,,0.0,0.0,0.28290000000000004,,,,,,256,158.17470480925772,158.17470480925772,174,False,8,700,0.0,0.0,greedy
728,3,,,0.0,0.0,0.28205,0.0034895827993750572,0.2366582751274109,0.24646499752998352,0.2016785889863968,0.08287812769412994,256,157.74194657104155,157.74194657104155,175,True,8,700,0.0,0.0,greedy
729,3,,,0.0,0.0,0.2812,,,,,,256,157.85045187776146,157.85045187776146,175,False,8,700,0.0,0.0,greedy
730,3,,,0.0,0.0,0.2803500000000001,,,,,,256,157.9859073561633,157.9859073561633,175,False,8,700,0.0,0.0,greedy
731,3,,,0.0,0.0,0.2795000000000001,,,,,,256,158.13115367797988,158.13115367797988,175,False,8,700,0.0,0.0,greedy
732,3,,,0.0,0.0,0.27865000000000006,4.1079139919020236e-05,0.2335382103919983,0.24841532111167908,0.23044198751449585,0.007665845565497875,256,157.65916629917,157.65916629917,176,True,8,700,0.0,0.0,greedy
733,3,,,0.0,0.0,0.27780000000000005,,,,,,256,157.7880432566817,157.7880432566817,176,False,8,700,0.0,0.0,random
734,3,,,0.0,0.0,0.27695000000000003,,,,,,256,157.90853713624742,157.90853713624742,176,False,8,700,0.0,0.0,greedy
735,3,,,0.0,0.0,0.2761,,,,,,256,158.0436101865414,158.0436101865414,176,False,8,700,0.0,0.0,greedy
736,3,,,0.0,0.0,0.27525,7.640401599928737e-05,0.23572400212287903,0.24843746423721313,0.2304641604423523,0.013980738818645477,256,157.59874669553724,157.59874669553724,177,True,8,700,0.0,0.0,random
737,3,,,0.0,0.0,0.2744000000000001,,,,,,256,157.74471545533794,157.74471545533794,177,False,8,700,0.0,0.0,greedy
738,3,,,0.0,0.0,0.27355000000000007,,,,,,256,157.89826708729723,157.89826708729723,177,False,8,700,0.0,0.0,greedy
739,3,,,0.0,0.0,0.27270000000000005,,,,,,256,158.0547434888958,158.0547434888958,177,False,8,700,0.0,0.0,random
740,3,,,0.0,0.0,0.27185000000000004,5.4384323448175564e-05,0.22699156403541565,0.24360200762748718,0.23062844574451447,0.012719573453068733,256,157.58262461751235,157.58262461751235,178,True,8,700,0.0,0.0,random
741,3,,,0.0,0.0,0.271,,,,,,256,157.7046444432163,157.7046444432163,178,False,8,700,0.0,0.0,greedy
742,3,,,0.0,0.0,0.27015,,,,,,256,157.8303575489654,157.8303575489654,178,False,8,700,0.0,0.0,greedy
743,3,,,0.0,0.0,0.2693000000000001,,,,,,256,157.97948197304427,157.97948197304427,178,False,8,700,0.0,0.0,greedy
744,3,,,0.0,0.0,0.2684500000000001,0.00010600867244647816,0.23621578514575958,0.24774089455604553,0.23050422966480255,0.01993594318628311,256,157.60324442561847,157.60324442561847,179,True,8,700,0.0,0.0,greedy
745,3,,,0.0,0.0,0.26760000000000006,,,,,,256,157.72177104664848,157.72177104664848,179,False,8,700,0.0,0.0,greedy
746,3,,,0.0,0.0,0.26675000000000004,,,,,,256,157.85138283891288,157.85138283891288,179,False,8,700,0.0,0.0,greedy
747,3,,,0.0,0.0,0.2659,,,,,,256,157.98928329267918,157.98928329267918,179,False,8,700,0.0,0.0,greedy
748,3,,,0.0,0.0,0.26505,8.608763164374977e-05,0.2224884033203125,0.2408585250377655,0.23040226101875305,0.021457910537719727,256,157.4661921356989,157.4661921356989,180,True,8,700,0.0,0.0,random
749,3,,,0.0,0.0,0.2642,,,,,,256,157.59099296655907,157.59099296655907,180,False,8,700,0.0,0.0,greedy
750,3,,,0.0,0.0,0.2633500000000001,,,,,,256,157.71659345981257,157.71659345981257,180,False,8,700,0.0,0.0,greedy
751,3,,,0.0,0.0,0.26250000000000007,,,,,,256,157.86268636728744,157.86268636728744,180,False,8,700,0.0,0.0,greedy
752,3,,,0.0,0.0,0.26165000000000005,9.57070296863094e-05,0.22519059479236603,0.24588686227798462,0.2305430769920349,0.02026624046266079,256,157.43565785803537,157.43565785803537,181,True,8,700,0.0,0.0,greedy
